order_id,customer_id,restaurant_id,partner_id,order_date,order_time,order_amount,delivery_time,rating,payment_amount,created_at,updated_at
ORD01005964,CUST00509,REST0183,DP0234,2025/01/04,14:12:56,,31,3.5,152.35,2025-01-04 14:12:56,2025-01-06 18:27:56
ORD01000169,CUST00251,REST0158,DP0419,Jan 20 2025,14:48:50,366.52,29,,366.52,2025-01-20 14:48:50,2025-01-21 13:30:50
ORD01001007,CUST01030,REST0085,DP0488,2025/01/23,10:42:22,105.17,50,3.2,105.17,2025-01-23 10:42:22,2025-01-24 03:36:22
ORD01007543,CUST00065,REST0164,DP0494,2025-01-29,22:34:05,,66,4.5,397.08,2025-01-29 22:34:05,2025-02-01 15:23:05
ORD01001166,CUST00764,REST0023,DP0098,Jan 11 2025,15:25:17,,49,3.2,350.7,2025-01-11 15:25:17,2025-01-14 13:01:17
ORD01003806,CUST00532,REST0233,DP0276,22/01/2025,20:42:36,94.91,63,5.0,94.91,2025-01-22 20:42:36,2025-01-24 04:26:36
ORD01006009,CUST00977,REST0108,DP0244,2025-01-10,19:00:25,,60,4.2,498.48,2025-01-10 19:00:25,2025-01-11 06:27:25
ORD01003187,CUST01034,REST0249,DP0214,15/01/2025,09:28:52,385.83,,0.6,385.83,2025-01-15 09:28:52,2025-01-17 23:25:52
ORD01004718,CUST00122,REST0013,DP0202,2025/01/06,22:32:54,587.97,66,,587.97,2025-01-06 22:32:54,2025-01-08 15:50:54
ORD01006155,CUST01094,REST0139,DP0309,Jan 10 2025,23:24:44,520.57,36,5.0,520.57,2025-01-10 23:24:44,2025-01-13 08:24:44
ORD01001553,CUST00249,REST0224,DP0239,2025-01-17,22:41:13,624.29,45,4.9,624.29,2025-01-17 22:41:13,2025-01-19 11:13:13
ORD01002598,CUST00497,REST0102,DP0062,Jan 30 2025,20:55:06,,28,,485.25,2025-01-30 20:55:06,2025-01-31 20:37:06
ORD01000611,CUSTX91087,REST0140,DP0324,27/01/2025,20:06:47,614.51,52,4.0,614.51,2025-01-27 20:06:47,2025-01-29 19:51:47
ORD01001257,CUST00276,REST0212,DP0486,2025/01/28,20:22:15,487.27,54,,487.27,2025-01-28 20:22:15,2025-01-31 12:53:15
ORD01003110,CUST00390,REST0074,DP0499,Jan 25 2025,20:59:19,906.15,,0.1,906.15,2025-01-25 20:59:19,2025-01-27 21:08:19
ORD01006093,CUST00124,REST0227,DP0152,2025/01/10,21:35:23,804.36,26,,804.36,2025-01-10 21:35:23,2025-01-12 20:01:23
ORD01002460,CUST00054,REST0003,DPX9858,14/01/2025,13:15:28,383.35,35,3.6,383.35,2025-01-14 13:15:28,2025-01-15 23:55:28
ORD01002783,CUST00367,REST0217,DP0451,2025-01-21,17:52:51,567.77,42,3.3,567.77,2025-01-21 17:52:51,2025-01-24 16:50:51
ORD01001187,CUST00907,REST0084,DP0116,2025-01-25,23:55:06,,38,3.7,346.08,2025-01-25 23:55:06,2025-01-27 13:31:06
ORD01001913,CUST00224,REST0139,DP0480,Jan 13 2025,22:00:16,763.65,20,6.2,763.65,2025-01-13 22:00:16,2025-01-14 00:47:16
ORD01004428,CUST00473,REST0127,DP0292,2025/01/23,14:00:06,NA,,6.6,548.61,2025-01-23 14:00:06,2025-01-26 03:10:06
ORD01002733,CUST00319,REST0193,DP0339,2025/01/01,22:00:55,671.5,70,4.8,671.5,2025-01-01 22:00:55,2025-01-02 11:53:55
ORD01002850,CUST00058,REST0274,DP0040,2025/01/11,21:01:46,,59,,799.28,2025-01-11 21:01:46,2025-01-14 14:23:46
ORD01005194,CUST00501,REST0070,DP0126,17/01/2025,16:39:38,-128.74,35,4.6,403.81,2025-01-17 16:39:38,2025-01-17 23:27:38
ORD01005433,CUST00132,REST0061,DP0445,Jan 18 2025,12:09:00,272.62,20,4.0,272.62,2025-01-18 12:09:00,2025-01-21 01:22:00
ORD01002542,CUST00178,REST0031,DP0047,2025/01/07,23:46:18,,38,6.7,329.85,2025-01-07 23:46:18,2025-01-09 21:51:18
ORD01004130,CUST00952,REST0080,DP0374,Jan 01 2025,15:27:38,252.62,,,252.62,2025-01-01 15:27:38,2025-01-03 06:26:38
ORD01001754,CUST00516,REST0078,DP0311,2025-01-07,17:08:47,424.21,28,5.0,424.21,2025-01-07 17:08:47,2025-01-07 23:05:47
ORD01004346,CUST00236,REST0167,DP0239,2025/01/17,19:46:11,458.39,48,,458.39,2025-01-17 19:46:11,2025-01-19 11:25:11
ORD01003400,CUST00778,REST0009,DP0140,2025-01-26,21:11:56,,56,3.1,418.19,2025-01-26 21:11:56,2025-01-26 22:24:56
ORD01003787,CUST00284,REST0180,DP0417,2025/01/03,08:08:16,,50,4.9,522.78,2025-01-03 08:08:16,2025-01-03 17:04:16
ORD01005065,CUST00719,REST0121,DP0346,2025-01-23,23:55:45,268.33,,4.1,268.33,2025-01-23 23:55:45,2025-01-24 22:12:45
ORD01003152,CUST00091,REST0006,DP0086,Jan 02 2025,21:10:51,648.96,54,,648.96,2025-01-02 21:10:51,2025-01-04 09:17:51
ORD01004677,CUSTX98835,REST0135,DP0297,30/01/2025,19:04:21,493.1,60,2.4,493.1,2025-01-30 19:04:21,2025-01-31 14:19:21
ORD01006721,CUST00651,REST0254,DP0443,28/01/2025,22:42:05,-859.58,,4.9,650.85,2025-01-28 22:42:05,2025-01-31 12:10:05
ORD01005432,CUST01013,REST0247,DP0341,Jan 16 2025,20:47:03,713.72,47,2.8,713.72,2025-01-16 20:47:03,2025-01-19 16:32:03
ORD01001685,CUST01105,REST0265,DP0140,2025/01/06,07:53:54,,25,5.0,205.67,2025-01-06 07:53:54,2025-01-07 02:36:54
ORD01003317,CUST00428,RESTX9720,DP0495,Jan 10 2025,21:16:28,538.31,62,,538.31,2025-01-10 21:16:28,2025-01-11 18:03:28
ORD01005488,CUST00901,REST0280,DP0251,2025-01-15,12:09:32,,46,,578.89,2025-01-15 12:09:32,2025-01-17 21:01:32
ORD01004743,CUST00835,REST0009,DP0238,2025-01-23,18:50:56,,43,4.3,290.08,2025-01-23 18:50:56,2025-01-25 07:37:56
ORD01000161,CUST00468,REST0119,DP0389,07/01/2025,20:16:49,626.1,42,4.0,626.1,2025-01-07 20:16:49,2025-01-10 10:39:49
ORD01000018,CUST01026,REST0246,DP0186,03/01/2025,13:12:54,,28,4.5,494.41,2025-01-03 13:12:54,2025-01-03 16:03:54
ORD01003179,CUST00866,REST0153,DP0199,Jan 04 2025,08:40:46,,39,4.6,235.32,2025-01-04 08:40:46,2025-01-06 04:04:46
ORD01001713,CUST00931,REST0285,DP0053,Jan 14 2025,22:02:58,123.79,47,,123.79,2025-01-14 22:02:58,2025-01-15 02:12:58
ORD01000719,CUST00887,REST0148,DP0209,Jan 07 2025,22:15:46,NA,45,5.0,243.67,2025-01-07 22:15:46,2025-01-09 01:12:46
ORD01003786,CUST00450,REST0163,DP0217,2025-01-15,13:11:16,603.02,30,4.2,603.02,2025-01-15 13:11:16,2025-01-15 23:28:16
ORD01001606,CUST00358,RESTX9385,DP0388,Jan 02 2025,12:31:18,486.97,36,,486.97,2025-01-02 12:31:18,2025-01-04 09:33:18
ORD01001663,CUST01026,REST0051,DP0114,Jan 22 2025,17:15:34,436.99,,,436.99,2025-01-22 17:15:34,2025-01-23 07:03:34
ORD01001003,CUST00015,REST0248,DP0026,08/01/2025,21:58:34,373.22,45,,373.22,2025-01-08 21:58:34,2025-01-11 13:19:34
ORD01002458,CUST00701,REST0260,DP0086,Jan 03 2025,18:16:27,640.02,22,,640.02,2025-01-03 18:16:27,2025-01-04 10:08:27
ORD01003444,CUST00729,REST0246,DP0263,2025/01/05,20:05:20,644.13,,4.1,644.13,2025-01-05 20:05:20,2025-01-06 15:41:20
ORD01007010,CUST00400,REST0089,DP0378,2025-01-12,13:40:23,NA,unknown,3.7,453.99,2025-01-12 13:40:23,2025-01-14 05:47:23
ORD01006100,CUST00319,REST0043,DP0085,2025-01-12,13:42:44,456.76,,4.7,456.76,2025-01-12 13:42:44,2025-01-12 21:42:44
ORD01003129,CUST01114,REST0223,DP0150,05/01/2025,21:10:12,,44,4.1,447.23,2025-01-05 21:10:12,2025-01-06 07:22:12
ORD01005618,CUST00221,REST0187,DP0040,Jan 09 2025,17:50:23,79,36,4.9,509.04,2025-01-09 17:50:23,2025-01-10 04:24:23
ORD01002639,CUST00688,REST0166,DP0193,2025/01/22,15:10:11,,,3.4,253.15,2025-01-22 15:10:11,2025-01-23 11:13:11
ORD01007814,CUST00614,REST0127,DP0287,2025/01/22,22:33:17,604.79,58,4.4,604.79,2025-01-22 22:33:17,2025-01-24 11:01:17
ORD01007920,CUST00674,REST0188,DP0418,2025-01-23,17:41:19,,,3.7,567.55,2025-01-23 17:41:19,2025-01-25 03:39:19
ORD01005318,CUST00235,REST0199,DP0308,2025/01/17,22:41:16,458.61,,,458.61,2025-01-17 22:41:16,2025-01-19 15:17:16
ORD01004857,CUST00076,REST0290,DP0161,Jan 02 2025,21:22:52,513.0,,,513.0,2025-01-02 21:22:52,2025-01-05 14:16:52
ORD01005259,CUST00309,REST0271,DP0385,Jan 04 2025,20:46:43,592.77,31,4.0,592.77,2025-01-04 20:46:43,2025-01-06 09:05:43
ORD01004252,CUST00246,REST0249,DP0337,2025-01-12,12:18:17,,43,3.2,233.2,2025-01-12 12:18:17,2025-01-13 06:59:17
ORD01006617,CUST00905,REST0149,DP0302,2025/01/21,21:36:24,515.69,55,4.3,515.69,2025-01-21 21:36:24,2025-01-22 10:07:24
ORD01001529,CUST00892,REST0019,DP0039,Jan 01 2025,19:28:25,NA,38,5.0,199.54,2025-01-01 19:28:25,2025-01-03 15:04:25
ORD01005738,CUST00675,REST0212,DP0367,Jan 01 2025,22:02:55,NA,66,3.8,336.76,2025-01-01 22:02:55,2025-01-02 21:07:55
ORD01001539,CUST00401,REST0004,DP0146,Jan 10 2025,20:12:28,,21,3.4,302.01,2025-01-10 20:12:28,2025-01-12 12:48:28
ORD01004038,CUST00092,REST0148,DP0469,Jan 03 2025,20:03:20,506.27,13,3.5,506.27,2025-01-03 20:03:20,2025-01-03 22:10:20
ORD01000311,CUST00880,REST0140,DP0217,2025-01-07,15:17:19,541.52,58,,541.52,2025-01-07 15:17:19,2025-01-09 12:45:19
ORD01001328,CUST00440,REST0046,DP0132,2025-01-25,23:02:31,241.3,,4.1,241.3,2025-01-25 23:02:31,2025-01-28 18:33:31
ORD01005961,CUST00642,RESTX9377,DP0326,2025/01/15,18:31:50,600.77,37,4.5,600.77,2025-01-15 18:31:50,2025-01-16 16:27:50
ORD01004678,CUST00369,REST0041,DP0336,2025-01-20,20:58:34,452.47,28,,452.47,2025-01-20 20:58:34,2025-01-21 12:21:34
ORD01003898,CUST00974,REST0141,DP0378,2025/01/19,21:33:21,630.56,42,,630.56,2025-01-19 21:33:21,2025-01-21 22:00:21
ORD01003315,CUST00888,REST0210,DP0302,2025/01/28,22:05:47,,64,5.0,248.31,2025-01-28 22:05:47,2025-01-29 19:49:47
ORD01006458,CUST00528,REST0045,DP0420,2025-01-16,19:58:05,926.65,32,4.2,926.65,2025-01-16 19:58:05,2025-01-18 05:00:05
ORD01005291,CUST00782,REST0126,DP0172,02/01/2025,16:32:56,341.4,45,4.5,341.4,2025-01-02 16:32:56,2025-01-05 02:47:56
ORD01005484,CUST00280,REST0273,DP0203,2025/01/30,14:50:46,,31,4.3,397.05,2025-01-30 14:50:46,2025-01-31 17:27:46
ORD01004374,CUST00629,REST0062,DP0278,Jan 30 2025,20:12:15,1000.76,54,3.4,1000.76,2025-01-30 20:12:15,2025-01-31 07:57:15
ORD01001675,CUST00918,REST0126,DP0266,2025-01-13,23:10:50,,54,3.2,91.3,2025-01-13 23:10:50,2025-01-16 02:59:50
ORD01006333,CUST00228,REST0132,DP0423,2025-01-20,08:46:34,,41,4.6,284.36,2025-01-20 08:46:34,2025-01-22 20:37:34
ORD01003546,CUST00300,REST0129,DP0217,2025-01-03,13:53:46,482.32,44,4.2,482.32,2025-01-03 13:53:46,2025-01-05 15:10:46
ORD01007139,CUST00405,REST0038,DP0211,2025-01-28,14:52:39,588.28,67,4.5,588.28,2025-01-28 14:52:39,2025-01-29 06:31:39
ORD01000146,CUST00423,REST0076,DP0330,Jan 17 2025,19:14:20,637.27,53,3.9,637.27,2025-01-17 19:14:20,2025-01-19 20:32:20
ORD01002231,CUST00904,REST0279,DP0054,Jan 02 2025,19:43:03,639.53,18,,639.53,2025-01-02 19:43:03,2025-01-04 10:53:03
ORD01000858,CUST00864,REST0138,DP0314,2025/01/17,20:13:21,,,5.3,580.69,2025-01-17 20:13:21,2025-01-18 18:05:21
ORD01004118,CUST00092,REST0189,DP0075,Jan 29 2025,21:26:34,750.9,,3.5,750.9,2025-01-29 21:26:34,2025-01-31 01:46:34
ORD01005869,CUST00252,REST0170,DP0223,2025/01/03,17:03:14,126.87,46,,126.87,2025-01-03 17:03:14,2025-01-05 03:44:14
ORD01002972,CUST00845,REST0049,DP0117,Jan 29 2025,16:19:14,503.42,,4.3,503.42,2025-01-29 16:19:14,2025-02-01 12:48:14
ORD01007479,CUST00094,REST0157,DP0211,2025/01/18,17:36:37,694.63,,4.4,694.63,2025-01-18 17:36:37,2025-01-21 11:14:37
ORD01006788,CUST00582,REST0035,DP0345,2025-01-09,22:55:10,,25,4.2,433.37,2025-01-09 22:55:10,2025-01-10 03:12:10
ORD01004000,CUST00485,REST0118,DP0344,01/01/2025,20:04:55,,51,4.8,338.39,2025-01-01 20:04:55,2025-01-04 07:46:55
ORD01005845,CUST01026,REST0115,DP0230,2025/01/26,12:41:50,617.3,,4.0,617.3,2025-01-26 12:41:50,2025-01-27 10:38:50
ORD01000443,CUST00681,REST0206,DP0145,Jan 23 2025,19:21:44,611.78,,,611.78,2025-01-23 19:21:44,2025-01-26 18:13:44
ORD01003040,CUST00365,REST0285,DP0365,21/01/2025,23:54:21,426.64,42,,426.64,2025-01-21 23:54:21,2025-01-23 22:20:21
ORD01001167,CUST00503,REST0022,DP0237,Jan 28 2025,22:22:31,,,4.5,455.66,2025-01-28 22:22:31,2025-01-30 15:18:31
ORD01006834,CUST00373,REST0106,DP0047,Jan 21 2025,19:52:02,514.58,32,5.0,514.58,2025-01-21 19:52:02,2025-01-21 20:31:02
ORD01007869,CUST00233,REST0206,DP0379,02/01/2025,22:21:10,678.29,39,,678.29,2025-01-02 22:21:10,2025-01-04 12:13:10
ORD01003337,CUST00292,REST0177,DP0481,2025/01/25,20:23:40,288.57,,4.8,288.57,2025-01-25 20:23:40,2025-01-28 19:59:40
ORD01004525,CUST00555,REST0119,DP0135,2025/01/23,15:29:30,297.34,43,4.9,297.34,2025-01-23 15:29:30,2025-01-26 10:02:30
ORD01004786,CUST00835,RESTX9211,DP0239,Jan 06 2025,12:07:46,274.7,49,4.7,274.7,2025-01-06 12:07:46,2025-01-06 19:47:46
ORD01003563,CUST00529,REST0135,DP0137,04/01/2025,09:53:41,626.57,53,5.0,626.57,2025-01-04 09:53:41,2025-01-06 22:49:41
ORD01003178,CUST00066,REST0065,DP0111,2025/01/03,23:16:26,,,2.3,512.89,2025-01-03 23:16:26,2025-01-05 14:22:26
ORD01005835,CUST00891,REST0178,DP0202,03/01/2025,21:47:32,,,3.5,351.86,2025-01-03 21:47:32,2025-01-05 13:52:32
ORD01005293,CUST00215,REST0011,DP0260,07/01/2025,20:58:59,,36,,408.56,2025-01-07 20:58:59,2025-01-08 03:43:59
ORD01007433,CUST00666,REST0043,DP0032,03/01/2025,22:32:45,441.19,44,4.5,441.19,2025-01-03 22:32:45,2025-01-04 12:57:45
ORD01006849,CUST00736,REST0107,DP0481,01/01/2025,19:18:57,,42,4.2,286.45,2025-01-01 19:18:57,2025-01-01 22:08:57
ORD01002595,CUST00821,REST0046,DP0216,2025-01-20,21:33:01,250.37,,4.8,250.37,2025-01-20 21:33:01,2025-01-21 20:14:01
ORD01005211,CUST00118,REST0172,DP0062,2025/01/30,12:03:25,316.27,38,2.9,316.27,2025-01-30 12:03:25,2025-02-02 06:08:25
ORD01000677,CUST00354,REST0286,DP0338,Jan 24 2025,12:06:43,318.87,48,,318.87,2025-01-24 12:06:43,2025-01-24 12:19:43
ORD01004418,CUST00674,REST0085,DP0378,2025-01-13,22:11:16,513.03,24,4.9,513.03,2025-01-13 22:11:16,2025-01-15 20:11:16
ORD01000193,CUST00510,REST0238,DP0362,2025/01/24,22:33:19,526.79,,2.1,526.79,2025-01-24 22:33:19,2025-01-25 08:30:19
ORD01005191,CUST01128,REST0066,DP0079,19/01/2025,14:15:41,333.59,32,5.0,333.59,2025-01-19 14:15:41,2025-01-19 15:30:41
ORD01002536,CUST00580,REST0247,DP0164,2025-01-02,22:47:22,,37,3.6,297.19,2025-01-02 22:47:22,2025-01-04 13:43:22
ORD01002042,CUST00865,REST0067,DP0165,2025/01/08,15:38:55,419.89,,,419.89,2025-01-08 15:38:55,2025-01-09 21:14:55
ORD01003862,CUST01096,REST0054,DP0348,Jan 20 2025,19:16:16,641.92,,4.4,641.92,2025-01-20 19:16:16,2025-01-23 16:03:16
ORD01005342,CUST00794,REST0077,DP0215,21/01/2025,16:06:27,261.16,,4.2,261.16,2025-01-21 16:06:27,2025-01-22 23:52:27
ORD01000601,CUST00728,REST0168,DP0170,05/01/2025,14:07:09,397.23,37,1.0,397.23,2025-01-05 14:07:09,2025-01-06 22:35:09
ORD01005172,CUST01031,REST0102,DP0062,2025/01/31,21:18:41,723.88,,3.2,723.88,2025-01-31 21:18:41,2025-02-01 11:50:41
ORD01007521,CUST00571,REST0285,DP0310,2025/01/08,14:48:43,,33,5.0,566.05,2025-01-08 14:48:43,2025-01-09 21:52:43
ORD01001448,CUST00551,REST0095,DP0128,2025-01-10,10:05:22,651.0,42,5.0,651.0,2025-01-10 10:05:22,2025-01-11 06:57:22
ORD01005928,CUST00010,REST0095,DP0288,Jan 24 2025,22:48:09,,45,4.5,643.15,2025-01-24 22:48:09,2025-01-27 14:00:09
ORD01003487,CUST00623,REST0198,DP0112,2025-01-07,17:09:49,458.57,33,5.0,458.57,2025-01-07 17:09:49,2025-01-10 13:53:49
ORD01006132,CUST00707,REST0031,DP0030,2025/01/18,13:47:51,,,4.6,79.0,2025-01-18 13:47:51,2025-01-21 07:25:51
ORD01005052,CUSTX97257,REST0263,DP0002,31/01/2025,19:08:06,,51,,586.77,2025-01-31 19:08:06,2025-02-01 16:42:06
ORD01006170,CUST00086,REST0078,DP0210,2025-01-08,22:44:43,NA,,-0.4,97.22,2025-01-08 22:44:43,2025-01-09 12:53:43
ORD01001116,CUST00792,REST0012,DP0473,2025-01-15,20:02:05,-692.04,,,583.64,2025-01-15 20:02:05,2025-01-16 00:42:05
ORD01001928,CUST00191,REST0136,DP0416,2025/01/10,07:07:45,542.12,33,3.2,542.12,2025-01-10 07:07:45,2025-01-12 06:41:45
ORD01002535,CUSTX96525,REST0055,DP0420,2025/01/25,20:02:09,706.17,,,706.17,2025-01-25 20:02:09,2025-01-27 06:51:09
ORD01003535,CUST00372,REST0244,DPX9858,2025-01-07,22:54:47,,,,286.28,2025-01-07 22:54:47,2025-01-10 05:21:47
ORD01005178,CUST00901,REST0119,DP0225,2025-01-07,10:26:16,508.6,66,3.8,508.6,2025-01-07 10:26:16,2025-01-09 03:00:16
ORD01007583,CUST00563,REST0263,DP0394,Jan 03 2025,23:21:34,125.18,43,5.0,125.18,2025-01-03 23:21:34,2025-01-06 00:09:34
ORD01001813,CUST00375,REST0151,DP0326,09/01/2025,22:12:15,554.09,54,,554.09,2025-01-09 22:12:15,2025-01-10 06:23:15
ORD01003543,CUST00741,RESTX9058,DP0100,22/01/2025,22:04:15,,,4.9,317.43,2025-01-22 22:04:15,2025-01-25 15:14:15
ORD01007198,CUST01074,REST0025,DPX9027,Jan 08 2025,15:20:05,561.56,30,4.6,561.56,2025-01-08 15:20:05,2025-01-11 10:49:05
ORD01007813,CUST00358,REST0100,DP0081,2025-01-31,14:47:32,305.43,34,3.8,305.43,2025-01-31 14:47:32,2025-02-03 05:01:32
ORD01001349,CUST00054,REST0011,DP0083,11/01/2025,14:08:16,,29,,103.5,2025-01-11 14:08:16,2025-01-14 03:49:16
ORD01006219,CUST00692,REST0069,DP0280,Jan 01 2025,20:51:22,555.16,-53,4.3,555.16,2025-01-01 20:51:22,2025-01-02 23:57:22
ORD01004935,CUST00098,REST0224,DP0013,Jan 17 2025,12:25:43,437.68,43,,437.68,2025-01-17 12:25:43,2025-01-19 09:20:43
ORD01007240,CUST00137,REST0012,DP0437,27/01/2025,22:54:55,619.52,,4.5,619.52,2025-01-27 22:54:55,2025-01-30 19:41:55
ORD01002988,CUSTX92085,REST0211,DP0062,2025/01/29,15:36:39,490.49,32,,490.49,2025-01-29 15:36:39,2025-01-31 01:55:39
ORD01005556,CUST00189,REST0247,DP0015,2025/01/20,21:38:26,359.71,20,3.7,359.71,2025-01-20 21:38:26,2025-01-23 01:27:26
ORD01002861,CUST00507,REST0017,DP0103,2025/01/18,14:59:02,632.3,44,4.4,632.3,2025-01-18 14:59:02,2025-01-19 12:15:02
ORD01001963,CUST00648,REST0121,DP0341,2025-01-14,17:27:00,549.38,18,4.6,549.38,2025-01-14 17:27:00,2025-01-16 13:21:00
ORD01000637,CUST00492,REST0046,DP0184,2025/01/10,12:37:50,612.55,31,3.2,612.55,2025-01-10 12:37:50,2025-01-13 01:26:50
ORD01005467,CUST00402,REST0001,DP0046,Jan 09 2025,12:25:25,,44,3.3,370.91,2025-01-09 12:25:25,2025-01-09 12:35:25
ORD01007418,CUST00629,REST0089,DP0233,Jan 13 2025,22:35:05,486.0,30,4.4,486.0,2025-01-13 22:35:05,2025-01-14 13:21:05
ORD01006012,CUST00774,REST0137,DP0215,2025-01-15,22:16:12,492.71,,,492.71,2025-01-15 22:16:12,2025-01-17 07:26:12
ORD01004391,CUST00191,REST0027,DP0442,Jan 19 2025,19:11:25,,70,4.4,623.47,2025-01-19 19:11:25,2025-01-21 17:44:25
ORD01007011,CUST00353,REST0163,DP0056,Jan 22 2025,14:35:30,238.22,12,4.4,238.22,2025-01-22 14:35:30,2025-01-25 03:18:30
ORD01000774,CUST00553,REST0287,DP0130,Jan 21 2025,23:27:09,427.15,28,4.8,427.15,2025-01-21 23:27:09,2025-01-22 20:43:09
ORD01007952,CUST00855,REST0131,DP0430,26/01/2025,18:54:48,,,4.2,303.56,2025-01-26 18:54:48,2025-01-28 05:10:48
ORD01006018,CUST00425,REST0186,DP0455,Jan 02 2025,20:55:40,483.82,,,483.82,2025-01-02 20:55:40,2025-01-05 04:58:40
ORD01000262,CUST00619,REST0070,DP0174,06/01/2025,16:20:57,,57,4.1,552.12,2025-01-06 16:20:57,2025-01-08 14:00:57
ORD01005355,CUST00423,REST0141,DP0379,2025/01/09,17:36:13,,,,539.02,2025-01-09 17:36:13,2025-01-11 00:35:13
ORD01006360,CUST00906,REST0258,DP0499,2025/01/21,20:35:43,523.14,39,5.0,523.14,2025-01-21 20:35:43,2025-01-22 01:43:43
ORD01005313,CUST00816,RESTX9166,DP0246,18/01/2025,18:59:26,403.22,,4.7,403.22,2025-01-18 18:59:26,2025-01-20 20:05:26
ORD01002960,CUST00514,REST0113,DP0343,Jan 01 2025,22:40:35,,44,5.0,461.65,2025-01-01 22:40:35,2025-01-03 03:10:35
ORD01001941,CUST00673,REST0011,DP0380,2025-01-18,12:15:43,443.12,45,3.2,443.12,2025-01-18 12:15:43,2025-01-18 16:58:43
ORD01006152,CUST00328,REST0209,DP0075,05/01/2025,22:37:03,,69,,471.4,2025-01-05 22:37:03,2025-01-07 22:38:03
ORD01007297,CUST01078,REST0073,DP0367,15/01/2025,20:12:34,,-24,5.0,211.12,2025-01-15 20:12:34,2025-01-16 18:23:34
ORD01005420,CUST00488,REST0288,DP0268,2025/01/19,23:48:59,646.59,27,3.7,646.59,2025-01-19 23:48:59,2025-01-21 23:02:59
ORD01006813,CUST00327,REST0249,DP0451,Jan 18 2025,13:55:16,648.38,34,4.5,648.38,2025-01-18 13:55:16,2025-01-19 20:57:16
ORD01004601,CUST00683,REST0147,DP0069,2025-01-28,20:40:55,781.26,53,4.5,781.26,2025-01-28 20:40:55,2025-01-30 01:34:55
ORD01006072,CUST00783,REST0283,DP0179,2025-01-05,12:08:18,524.77,58,3.8,524.77,2025-01-05 12:08:18,2025-01-07 15:49:18
ORD01003293,CUST00882,REST0118,DP0082,2025/01/30,19:43:31,746.06,,4.7,746.06,2025-01-30 19:43:31,2025-02-02 08:50:31
ORD01002565,CUST01102,REST0157,DP0108,Jan 02 2025,17:10:38,,,3.5,523.64,2025-01-02 17:10:38,2025-01-05 01:43:38
ORD01006605,CUST00408,REST0138,DP0381,2025-01-19,14:03:53,612.68,,4.6,612.68,2025-01-19 14:03:53,2025-01-20 04:58:53
ORD01003112,CUST00397,REST0037,DP0288,2025/01/15,15:05:26,442.29,34,4.5,442.29,2025-01-15 15:05:26,2025-01-17 17:32:26
ORD01003890,CUST00779,REST0266,DP0178,2025/01/03,20:49:28,-300.45,42,4.3,380.68,2025-01-03 20:49:28,2025-01-05 23:22:28
ORD01000702,CUST00245,RESTX9457,DP0324,Jan 24 2025,16:01:07,499.55,28,3.2,499.55,2025-01-24 16:01:07,2025-01-25 13:00:07
ORD01007142,CUST00540,REST0104,DP0247,06/01/2025,19:54:51,1002.78,42,4.8,1002.78,2025-01-06 19:54:51,2025-01-09 19:27:51
ORD01005808,CUST00249,REST0034,DP0487,2025-01-02,20:13:17,523.92,,2.5,523.92,2025-01-02 20:13:17,2025-01-05 16:22:17
ORD01003719,CUST00126,REST0284,DP0466,Jan 26 2025,14:16:10,771.37,33,4.5,771.37,2025-01-26 14:16:10,2025-01-27 13:34:10
ORD01003111,CUSTX90654,REST0216,DP0362,2025/01/01,20:27:19,,71,4.8,401.7,2025-01-01 20:27:19,2025-01-03 15:57:19
ORD01006372,CUST00608,REST0267,DP0015,2025/01/21,14:09:52,84.26,42,4.5,84.26,2025-01-21 14:09:52,2025-01-21 21:17:52
ORD01003197,CUST00734,REST0101,DP0175,2025/01/30,12:44:29,626.69,,3.9,626.69,2025-01-30 12:44:29,2025-02-01 07:17:29
ORD01006147,CUST00033,REST0094,DP0298,2025-01-30,19:45:32,,49,,634.36,2025-01-30 19:45:32,2025-02-02 11:14:32
ORD01004639,CUST00883,REST0246,DP0208,Jan 19 2025,18:50:49,392.25,50,4.7,392.25,2025-01-19 18:50:49,2025-01-20 17:42:49
ORD01006809,CUST01104,REST0127,DP0081,Jan 19 2025,17:08:27,243.53,42,4.3,243.53,2025-01-19 17:08:27,2025-01-20 03:47:27
ORD01000089,CUST00669,REST0100,DP0086,Jan 22 2025,18:42:08,567.48,,3.2,567.48,2025-01-22 18:42:08,2025-01-24 04:01:08
ORD01007770,CUST00902,REST0068,DP0403,Jan 18 2025,14:40:37,549.96,,3.9,549.96,2025-01-18 14:40:37,2025-01-19 22:36:37
ORD01005761,CUST00782,REST0159,DP0106,2025-01-28,20:35:24,705.43,21,4.6,705.43,2025-01-28 20:35:24,2025-01-29 22:34:24
ORD01004992,CUST00997,REST0059,DP0313,18/01/2025,13:52:46,490.54,37,2.9,490.54,2025-01-18 13:52:46,2025-01-19 23:42:46
ORD01002609,CUST00953,REST0119,DP0218,Jan 11 2025,19:04:37,609.02,55,3.7,609.02,2025-01-11 19:04:37,2025-01-14 07:48:37
ORD01000988,CUST00243,REST0257,DP0096,Jan 17 2025,16:07:39,360.07,23,4.2,360.07,2025-01-17 16:07:39,2025-01-18 23:05:39
ORD01003947,CUST00004,REST0126,DP0181,08/01/2025,19:10:55,556.72,41,,556.72,2025-01-08 19:10:55,2025-01-11 10:11:55
