order_id,customer_id,restaurant_id,partner_id,order_date,order_time,order_amount,delivery_time,rating,payment_amount,created_at,updated_at,promo_code
ORD02002708,CUST00887,REST0006,DP0322,24/02/2025,19:08:17,428.36,29,3.4,428.36,2025-02-24 19:08:17,2025-02-27 15:32:17,WELCOME100
ORD02002596,CUST00724,REST0123,DP0296,Feb 20 2025,13:37:46,,,2.9,340.29,2025-02-20 13:37:46,2025-02-23 07:24:46,
ORD02007329,CUST00988,REST0283,DP0217,Feb 16 2025,23:36:21,,unknown,4.3,561.62,2025-02-16 23:36:21,2025-02-18 23:09:21,DINNERDEAL
ORD02000824,CUST00213,REST0050,DP0295,Feb 13 2025,18:00:44,526.43,,3.9,526.43,2025-02-13 18:00:44,2025-02-15 14:04:44,DINNERDEAL
ORD02005100,CUST00076,REST0248,DP0408,Feb 10 2025,20:09:03,524.21,74,4.8,524.21,2025-02-10 20:09:03,2025-02-11 20:52:03,SAVE50
ORD02007457,CUST00116,RESTX9213,DP0402,2025/02/24,17:37:08,313.99,28,3.3,313.99,2025-02-24 17:37:08,2025-02-25 08:03:08,
ORD02006629,CUST00186,REST0173,DP0028,2025/02/18,19:12:06,624.51,43,4.1,624.51,2025-02-18 19:12:06,2025-02-21 05:43:06,DINNERDEAL
ORD02002534,CUST00650,REST0102,DPX9851,Feb 14 2025,20:45:54,603.6,35,4.4,603.6,2025-02-14 20:45:54,2025-02-16 18:08:54,FREESHIP
ORD02001915,CUST00256,REST0196,DP0139,2025/02/16,15:42:46,583.56,,,583.56,2025-02-16 15:42:46,2025-02-18 09:18:46,NEWUSER
ORD02006968,CUST00074,REST0211,DP0122,2025/02/16,19:54:30,479.07,,3.6,479.07,2025-02-16 19:54:30,2025-02-18 21:12:30,WEEKEND75
ORD02000293,CUST00496,REST0165,DP0095,2025/02/23,16:00:29,,unknown,,401.73,2025-02-23 16:00:29,2025-02-24 12:11:29,WEEKEND75
ORD02007501,CUST00947,REST0197,DP0304,Feb 23 2025,13:48:41,486.46,44,3.9,486.46,2025-02-23 13:48:41,2025-02-24 10:37:41,WEEKEND75
ORD02003483,CUST00648,REST0183,DP0179,13/02/2025,19:49:45,495.97,38,4.4,495.97,2025-02-13 19:49:45,2025-02-16 01:14:45,
ORD02005108,CUST00581,REST0130,DP0103,2025/02/03,22:45:02,,,,710.71,2025-02-03 22:45:02,2025-02-04 16:55:02,NEWUSER
ORD02001148,CUST00860,REST0130,DP0481,2025/02/10,19:17:32,522.68,,4.2,522.68,2025-02-10 19:17:32,2025-02-12 23:42:32,WELCOME100
ORD02007471,CUST00454,REST0140,DP0326,Feb 10 2025,13:07:48,526.31,35,4.5,526.31,2025-02-10 13:07:48,2025-02-12 14:38:48,WEEKEND75
ORD02001885,CUST00605,REST0087,DP0031,03/02/2025,21:25:49,543.39,43,,543.39,2025-02-03 21:25:49,2025-02-04 22:45:49,DINNERDEAL
ORD02004199,CUST00597,REST0111,DP0090,2025/02/13,19:07:22,377.3,55,,377.3,2025-02-13 19:07:22,2025-02-14 08:09:22,SAVE50
ORD02006824,CUST00191,REST0037,DP0356,2025/02/11,19:29:04,649.34,50,,649.34,2025-02-11 19:29:04,2025-02-11 23:29:04,FREESHIP
ORD02003728,CUST00193,REST0014,DP0372,2025/02/09,21:52:04,NA,unknown,4.6,414.67,2025-02-09 21:52:04,2025-02-12 08:30:04,SAVE50
ORD02006547,CUST01092,REST0145,DP0068,04/02/2025,22:08:59,679.67,59,5.6,679.67,2025-02-04 22:08:59,2025-02-06 16:57:59,WELCOME100
ORD02000256,CUSTX99509,REST0057,DP0364,15/02/2025,21:25:49,657.89,76,,657.89,2025-02-15 21:25:49,2025-02-17 02:35:49,NEWUSER
ORD02007496,CUST00500,REST0035,DP0367,2025/02/24,22:44:01,597.63,54,4.4,597.63,2025-02-24 22:44:01,2025-02-27 15:08:01,
ORD02002056,CUST01001,REST0279,DP0062,09/02/2025,19:52:32,412.83,49,,412.83,2025-02-09 19:52:32,2025-02-10 16:37:32,NEWUSER
ORD02003759,CUSTX91375,REST0283,DP0156,Feb 05 2025,23:29:46,,22,,487.28,2025-02-05 23:29:46,2025-02-07 01:30:46,SAVE50
ORD02000725,CUST00878,REST0224,DP0327,Feb 03 2025,12:23:55,95.85,28,5.0,95.85,2025-02-03 12:23:55,2025-02-04 03:26:55,SAVE50
ORD02005546,CUST00606,REST0021,DP0186,Feb 11 2025,21:22:49,403.06,32,,403.06,2025-02-11 21:22:49,2025-02-12 21:16:49,WELCOME100
ORD02002615,CUST00216,REST0290,DP0250,Feb 01 2025,21:41:50,,,4.7,523.92,2025-02-01 21:41:50,2025-02-03 15:06:50,SAVE50
ORD02006171,CUST00740,REST0033,DP0410,2025/02/13,22:06:32,341.29,,3.3,341.29,2025-02-13 22:06:32,2025-02-14 22:17:32,WEEKEND75
ORD02007848,CUST00114,REST0206,DP0313,2025/02/21,12:55:49,477.63,54,5.8,477.63,2025-02-21 12:55:49,2025-02-23 08:34:49,WEEKEND75
ORD02006345,CUST00951,REST0234,DP0490,26/02/2025,17:37:37,612.52,,4.0,612.52,2025-02-26 17:37:37,2025-02-27 13:50:37,SAVE50
ORD02006746,CUST00280,REST0044,DP0458,03/02/2025,20:53:36,498.28,15,4.6,498.28,2025-02-03 20:53:36,2025-02-05 18:36:36,DINNERDEAL
ORD02007951,CUST01096,REST0059,DP0426,2025-02-04,22:31:02,556.14,18,,556.14,2025-02-04 22:31:02,2025-02-05 18:14:02,DINNERDEAL
ORD02006080,CUST00723,REST0259,DP0322,21/02/2025,23:00:23,,,3.7,563.49,2025-02-21 23:00:23,2025-02-23 14:15:23,NEWUSER
ORD02001749,CUST00787,REST0221,DP0009,12/02/2025,20:10:10,344.89,62,4.8,344.89,2025-02-12 20:10:10,2025-02-14 08:41:10,FREESHIP
ORD02003944,CUST00404,REST0257,DP0470,2025-02-12,18:08:56,,53,2.7,405.34,2025-02-12 18:08:56,2025-02-12 22:11:56,SAVE50
ORD02001697,CUST01087,REST0084,DP0033,19/02/2025,21:17:12,654.37,unknown,5.0,654.37,2025-02-19 21:17:12,2025-02-22 14:45:12,SAVE50
ORD02002959,CUST01083,REST0217,DP0359,2025-02-04,23:46:08,465.59,12,,465.59,2025-02-04 23:46:08,2025-02-07 12:14:08,SAVE50
ORD02001244,CUST00647,REST0043,DP0202,20/02/2025,10:51:33,,41,5.0,294.74,2025-02-20 10:51:33,2025-02-23 06:10:33,WEEKEND75
ORD02001310,CUST00078,REST0075,DP0151,Feb 25 2025,16:04:53,,30,4.1,449.72,2025-02-25 16:04:53,2025-02-28 02:07:53,DINNERDEAL
ORD02007584,CUST00022,REST0264,DP0016,Feb 26 2025,19:41:21,,54,4.2,262.15,2025-02-26 19:41:21,2025-02-28 13:25:21,DINNERDEAL
ORD02002802,CUST00464,REST0065,DP0482,2025/02/11,12:15:53,528.84,,3.6,528.84,2025-02-11 12:15:53,2025-02-14 06:39:53,SAVE50
ORD02003065,CUSTX96387,REST0031,DP0122,2025-02-04,15:58:13,555.08,,4.3,555.08,2025-02-04 15:58:13,2025-02-05 18:21:13,DINNERDEAL
ORD02000286,CUST01031,REST0215,DP0398,Feb 27 2025,09:10:48,,38,4.3,365.34,2025-02-27 09:10:48,2025-02-27 11:23:48,NEWUSER
ORD02001052,CUST00159,REST0237,DP0410,Feb 07 2025,23:24:10,,40,4.6,651.4,2025-02-07 23:24:10,2025-02-10 12:26:10,WELCOME100
ORD02006003,CUST00944,REST0053,DP0139,2025-02-09,20:40:54,682.78,57,3.8,682.78,2025-02-09 20:40:54,2025-02-11 15:05:54,NEWUSER
ORD02007823,CUST00235,REST0077,DP0256,Feb 20 2025,14:26:19,442.93,37,4.8,442.93,2025-02-20 14:26:19,2025-02-23 07:04:19,
ORD02006038,CUSTX99226,REST0251,DP0435,03/02/2025,17:05:43,283.19,26,5.0,283.19,2025-02-03 17:05:43,2025-02-04 15:16:43,FREESHIP
ORD02004584,CUST00383,REST0256,DP0200,Feb 04 2025,22:59:17,,,3.7,431.61,2025-02-04 22:59:17,2025-02-06 20:53:17,NEWUSER
ORD02001091,CUST00645,REST0075,DP0199,Feb 04 2025,22:08:46,-300.85,36,3.0,602.77,2025-02-04 22:08:46,2025-02-05 19:44:46,
ORD02003332,CUST00592,RESTX9364,DP0404,Feb 05 2025,17:12:59,476.1,67,4.9,476.1,2025-02-05 17:12:59,2025-02-06 03:13:59,
ORD02004687,CUST00535,RESTX9901,DP0305,07/02/2025,13:51:29,,61,4.5,762.39,2025-02-07 13:51:29,2025-02-07 18:48:29,SAVE50
ORD02001733,CUST00158,REST0196,DP0411,11/02/2025,12:33:38,79,31,,407.63,2025-02-11 12:33:38,2025-02-13 10:57:38,
ORD02001090,CUSTX98009,REST0233,DPX9056,22/02/2025,07:12:34,,,3.7,514.44,2025-02-22 07:12:34,2025-02-24 15:34:34,WELCOME100
ORD02004138,CUST00116,RESTX9288,DP0008,Feb 14 2025,20:03:11,402.71,58,4.5,402.71,2025-02-14 20:03:11,2025-02-15 15:47:11,
ORD02001085,CUST00582,REST0009,DP0296,Feb 06 2025,19:41:56,244.43,57,3.9,244.43,2025-02-06 19:41:56,2025-02-06 23:18:56,WEEKEND75
ORD02001582,CUST00609,REST0047,DP0182,21/02/2025,15:02:51,,,5.0,311.02,2025-02-21 15:02:51,2025-02-22 13:53:51,FREESHIP
ORD02003720,CUST00201,REST0217,DP0386,10/02/2025,09:34:55,423.18,38,4.3,423.18,2025-02-10 09:34:55,2025-02-10 15:23:55,WEEKEND75
ORD02003407,CUST00626,REST0260,DP0198,2025-02-22,22:48:30,234.84,74,4.1,234.84,2025-02-22 22:48:30,2025-02-23 11:26:30,DINNERDEAL
ORD02001034,CUST00056,REST0252,DP0434,01/02/2025,12:45:11,778.22,,,778.22,2025-02-01 12:45:11,2025-02-04 04:12:11,NEWUSER
ORD02003654,CUST00474,REST0207,DP0072,Feb 16 2025,20:02:44,660.77,,,660.77,2025-02-16 20:02:44,2025-02-18 16:49:44,NEWUSER
ORD02004479,CUST00655,REST0249,DP0219,2025-02-17,19:14:32,698.63,53,,698.63,2025-02-17 19:14:32,2025-02-18 12:43:32,FREESHIP
ORD02000010,CUST00404,REST0057,DPX9501,2025-02-11,14:56:45,539.27,,3.9,539.27,2025-02-11 14:56:45,2025-02-14 01:00:45,NEWUSER
ORD02002314,CUST01092,REST0152,DP0226,2025/02/08,13:19:16,,,2.6,441.62,2025-02-08 13:19:16,2025-02-09 02:36:16,SAVE50
ORD02004034,CUST00150,REST0205,DP0489,2025/02/13,13:30:47,613.35,65,4.1,613.35,2025-02-13 13:30:47,2025-02-14 01:51:47,
ORD02005491,CUST00568,REST0151,DP0016,2025-02-27,12:18:59,593.41,15,4.8,593.41,2025-02-27 12:18:59,2025-02-27 13:36:59,
ORD02001618,CUST00401,REST0050,DP0145,2025-02-18,07:49:27,582.93,,,582.93,2025-02-18 07:49:27,2025-02-19 12:12:27,WELCOME100
ORD02005379,CUST00610,REST0155,DP0219,10/02/2025,21:59:26,290.03,50,4.3,290.03,2025-02-10 21:59:26,2025-02-13 02:36:26,NEWUSER
ORD02002587,CUST00413,REST0144,DP0258,2025/02/17,21:17:19,786.02,36,3.6,786.02,2025-02-17 21:17:19,2025-02-19 09:31:19,SAVE50
ORD02006346,CUST00128,REST0083,DP0122,01/02/2025,07:49:26,283.76,,3.6,283.76,2025-02-01 07:49:26,2025-02-02 03:41:26,
ORD02003131,CUST01009,REST0062,DP0496,03/02/2025,19:21:33,,59,,162.04,2025-02-03 19:21:33,2025-02-04 05:09:33,WEEKEND75
ORD02006390,CUST00714,REST0054,DP0475,23/02/2025,15:09:22,669.07,35,3.7,669.07,2025-02-23 15:09:22,2025-02-24 20:54:22,
ORD02005880,CUST01045,REST0256,DP0477,2025-02-28,15:52:23,396.5,45,,396.5,2025-02-28 15:52:23,2025-03-03 09:23:23,NEWUSER
ORD02002748,CUST00091,REST0257,DP0010,Feb 21 2025,16:27:29,637.26,62,4.1,637.26,2025-02-21 16:27:29,2025-02-22 22:31:29,WEEKEND75
ORD02002653,CUST00982,REST0097,DP0483,Feb 04 2025,13:32:16,353.42,43,4.8,353.42,2025-02-04 13:32:16,2025-02-06 09:51:16,SAVE50
ORD02005619,CUST00170,REST0017,DP0334,2025/02/11,21:06:55,711.8,,,711.8,2025-02-11 21:06:55,2025-02-12 08:41:55,DINNERDEAL
ORD02006209,CUST00303,REST0287,DP0311,Feb 23 2025,12:53:42,488.34,,4.6,488.34,2025-02-23 12:53:42,2025-02-25 07:58:42,WELCOME100
ORD02003473,CUST00201,REST0172,DP0497,2025/02/23,12:34:07,629.35,,3.8,629.35,2025-02-23 12:34:07,2025-02-25 23:08:07,WEEKEND75
ORD02004653,CUST00560,RESTX9880,DP0088,28/02/2025,21:03:14,466.15,,3.8,466.15,2025-02-28 21:03:14,2025-03-01 21:02:14,SAVE50
ORD02007983,CUST00814,REST0249,DP0043,11/02/2025,17:15:59,289.47,,4.5,289.47,2025-02-11 17:15:59,2025-02-13 02:10:59,NEWUSER
ORD02002310,CUST00329,REST0105,DP0355,2025/02/22,21:30:12,,,,605.97,2025-02-22 21:30:12,2025-02-25 10:51:12,WELCOME100
ORD02001619,CUST00923,REST0144,DP0365,13/02/2025,20:23:39,668.4,,4.7,668.4,2025-02-13 20:23:39,2025-02-16 08:35:39,WELCOME100
ORD02007162,CUST00185,REST0147,DP0036,Feb 03 2025,21:09:25,364.43,69,,364.43,2025-02-03 21:09:25,2025-02-03 21:46:25,FREESHIP
ORD02000178,CUST00849,REST0093,DP0350,2025/02/20,21:33:05,912.38,36,3.0,912.38,2025-02-20 21:33:05,2025-02-23 11:28:05,WEEKEND75
ORD02000078,CUST00811,REST0129,DP0015,2025/02/20,19:53:16,,30,5.0,446.64,2025-02-20 19:53:16,2025-02-20 21:24:16,WEEKEND75
ORD02003072,CUST00820,REST0274,DP0246,17/02/2025,15:43:34,421.67,,,421.67,2025-02-17 15:43:34,2025-02-20 11:57:34,FREESHIP
ORD02000717,CUST00606,REST0074,DP0103,21/02/2025,21:57:30,348.94,71,4.5,348.94,2025-02-21 21:57:30,2025-02-24 14:27:30,SAVE50
ORD02006674,CUST00126,REST0290,DP0072,Feb 10 2025,22:48:17,846.22,,4.2,846.22,2025-02-10 22:48:17,2025-02-12 03:16:17,FREESHIP
ORD02001203,CUST00401,REST0022,DP0439,Feb 12 2025,23:41:37,-517.92,,4.3,200.05,2025-02-12 23:41:37,2025-02-13 18:11:37,WEEKEND75
ORD02003623,CUST00079,REST0062,DP0227,2025/02/27,17:47:05,323.3,52,,323.3,2025-02-27 17:47:05,2025-03-02 12:35:05,WEEKEND75
ORD02006772,CUST00943,REST0267,DP0377,2025/02/24,20:51:02,508.16,,3.8,508.16,2025-02-24 20:51:02,2025-02-25 20:35:02,SAVE50
ORD02001245,CUST00085,REST0188,DP0190,06/02/2025,18:57:27,,15,3.7,349.14,2025-02-06 18:57:27,2025-02-08 08:51:27,FREESHIP
ORD02001392,CUST00041,REST0135,DP0228,09/02/2025,17:56:44,514.21,58,,514.21,2025-02-09 17:56:44,2025-02-12 15:31:44,WEEKEND75
ORD02006145,CUST00912,REST0271,DP0496,2025/02/21,19:38:25,413.25,,,413.25,2025-02-21 19:38:25,2025-02-22 21:47:25,DINNERDEAL
ORD02001648,CUST00231,REST0202,DP0068,18/02/2025,19:12:54,641.97,38,4.4,641.97,2025-02-18 19:12:54,2025-02-19 00:10:54,FREESHIP
ORD02000803,CUST00091,REST0175,DP0027,2025/02/06,19:35:03,,38,3.5,326.14,2025-02-06 19:35:03,2025-02-07 04:14:03,WELCOME100
ORD02001368,CUST00943,REST0251,DP0346,2025/02/21,12:04:49,450.91,78,4.4,450.91,2025-02-21 12:04:49,2025-02-21 21:49:49,DINNERDEAL
ORD02003434,CUST00937,REST0196,DP0323,Feb 12 2025,18:48:28,339.56,47,4.6,339.56,2025-02-12 18:48:28,2025-02-14 20:43:28,WELCOME100
ORD02002828,CUST00533,REST0183,DP0486,2025/02/09,23:52:42,,53,4.2,530.77,2025-02-09 23:52:42,2025-02-11 09:40:42,FREESHIP
ORD02005030,CUST00630,REST0123,DP0187,05/02/2025,19:11:05,502.3,49,4.2,502.3,2025-02-05 19:11:05,2025-02-07 05:14:05,NEWUSER
ORD02006745,CUST00066,REST0031,DP0238,2025/02/10,12:42:59,,unknown,3.9,359.49,2025-02-10 12:42:59,2025-02-10 23:06:59,WEEKEND75
ORD02001725,CUST01099,REST0172,DP0106,2025-02-05,19:40:32,773.72,,5.9,773.72,2025-02-05 19:40:32,2025-02-08 05:42:32,
ORD02003750,CUST00595,REST0168,DP0216,2025-02-18,23:13:22,600.65,,4.2,600.65,2025-02-18 23:13:22,2025-02-20 13:56:22,NEWUSER
ORD02007177,CUST00037,REST0076,DP0061,2025/02/01,17:48:37,317.92,64,3.4,317.92,2025-02-01 17:48:37,2025-02-02 14:28:37,WEEKEND75
ORD02003647,CUST00744,REST0198,DP0386,Feb 20 2025,23:34:51,481.23,,4.2,481.23,2025-02-20 23:34:51,2025-02-23 00:37:51,WELCOME100
ORD02007601,CUST00910,RESTX9555,DP0277,2025-02-10,13:07:53,,35,3.4,398.66,2025-02-10 13:07:53,2025-02-10 16:10:53,NEWUSER
ORD02005522,CUST00185,REST0261,DP0355,2025/02/06,19:52:40,667.55,68,,667.55,2025-02-06 19:52:40,2025-02-07 21:04:40,SAVE50
ORD02007780,CUST00442,REST0027,DP0043,Feb 01 2025,10:11:43,,,3.7,569.36,2025-02-01 10:11:43,2025-02-01 22:18:43,WEEKEND75
ORD02002609,CUST00568,RESTX9583,DP0421,05/02/2025,18:55:04,,58,5.0,479.8,2025-02-05 18:55:04,2025-02-06 05:50:04,DINNERDEAL
ORD02005897,CUST00910,REST0206,DP0233,2025/02/22,19:19:49,562.71,,4.4,562.71,2025-02-22 19:19:49,2025-02-25 06:55:49,SAVE50
ORD02004084,CUST00801,REST0247,DP0244,2025-02-02,21:20:21,796.64,66,,796.64,2025-02-02 21:20:21,2025-02-04 11:06:21,NEWUSER
ORD02007281,CUST00159,REST0019,DP0121,Feb 01 2025,23:56:27,427.18,,4.3,427.18,2025-02-01 23:56:27,2025-02-02 22:50:27,WELCOME100
ORD02000237,CUST00691,REST0219,DP0199,2025/02/02,14:06:41,598.85,47,,598.85,2025-02-02 14:06:41,2025-02-03 10:58:41,WEEKEND75
ORD02001515,CUST00934,REST0160,DP0193,2025-02-19,21:42:37,652.94,43,3.5,652.94,2025-02-19 21:42:37,2025-02-20 03:13:37,
ORD02003067,CUST00615,REST0116,DP0450,Feb 10 2025,09:17:28,499.4,38,3.8,499.4,2025-02-10 09:17:28,2025-02-12 05:01:28,NEWUSER
ORD02006407,CUST00346,REST0269,DP0057,22/02/2025,12:53:14,,48,3.6,544.7,2025-02-22 12:53:14,2025-02-25 02:48:14,WEEKEND75
ORD02000799,CUST00665,REST0227,DP0213,2025/02/28,14:17:43,493.71,60,4.6,493.71,2025-02-28 14:17:43,2025-03-02 00:31:43,SAVE50
ORD02002087,CUST00095,REST0071,DP0168,2025-02-24,07:27:19,416.23,27,5.0,416.23,2025-02-24 07:27:19,2025-02-26 17:21:19,SAVE50
ORD02002591,CUST01015,REST0140,DP0074,2025/02/23,17:57:47,487.51,47,4.5,487.51,2025-02-23 17:57:47,2025-02-24 11:02:47,DINNERDEAL
ORD02001400,CUST00047,REST0117,DP0181,01/02/2025,20:17:22,425.1,44,,425.1,2025-02-01 20:17:22,2025-02-02 04:08:22,NEWUSER
ORD02002241,CUST00018,REST0260,DP0134,2025-02-05,22:40:20,740.84,52,4.9,740.84,2025-02-05 22:40:20,2025-02-08 18:16:20,NEWUSER
ORD02005746,CUST00886,REST0255,DP0090,2025-02-20,14:59:17,499.91,54,,499.91,2025-02-20 14:59:17,2025-02-23 12:54:17,SAVE50
ORD02000221,CUST00606,REST0196,DP0346,Feb 18 2025,21:43:14,616.22,58,4.8,616.22,2025-02-18 21:43:14,2025-02-20 12:24:14,
ORD02003192,CUSTX93661,REST0075,DP0217,2025-02-26,19:10:02,614.3,54,4.9,614.3,2025-02-26 19:10:02,2025-02-26 22:27:02,WELCOME100
ORD02006430,CUST00978,REST0238,DP0049,Feb 07 2025,21:02:34,495.1,39,,495.1,2025-02-07 21:02:34,2025-02-09 10:41:34,FREESHIP
ORD02000731,CUST00868,REST0109,DP0027,19/02/2025,13:18:30,539.25,30,3.5,539.25,2025-02-19 13:18:30,2025-02-22 05:40:30,
ORD02004732,CUST00500,REST0259,DP0297,Feb 07 2025,19:44:57,326.99,40,4.1,326.99,2025-02-07 19:44:57,2025-02-08 15:44:57,NEWUSER
ORD02003545,CUST00008,REST0241,DP0444,Feb 25 2025,15:18:08,316.91,,5.0,316.91,2025-02-25 15:18:08,2025-02-28 05:58:08,WEEKEND75
ORD02007743,CUST00747,REST0262,DPX9366,Feb 28 2025,20:17:33,,,4.7,411.83,2025-02-28 20:17:33,2025-03-02 10:42:33,WELCOME100
ORD02001727,CUST00115,REST0237,DP0086,2025/02/03,22:47:03,448.45,61,4.6,448.45,2025-02-03 22:47:03,2025-02-06 09:02:03,FREESHIP
ORD02006704,CUST01102,REST0241,DP0442,16/02/2025,16:15:39,644.46,75,3.5,644.46,2025-02-16 16:15:39,2025-02-18 15:42:39,DINNERDEAL
ORD02007942,CUST00047,REST0095,DP0405,2025-02-13,14:44:32,,,4.3,217.21,2025-02-13 14:44:32,2025-02-14 20:27:32,WEEKEND75
ORD02003836,CUST00519,REST0170,DP0149,2025/02/08,17:37:41,,,4.0,506.07,2025-02-08 17:37:41,2025-02-10 21:42:41,WELCOME100
ORD02003215,CUST00359,REST0117,DP0471,16/02/2025,08:35:16,-313.41,,3.2,354.01,2025-02-16 08:35:16,2025-02-16 15:54:16,DINNERDEAL
ORD02005759,CUST00284,REST0111,DP0062,2025/02/06,23:01:16,,60,,508.54,2025-02-06 23:01:16,2025-02-08 02:38:16,FREESHIP
ORD02004825,CUST00111,REST0203,DP0116,2025-02-17,23:41:18,461.99,,5.0,461.99,2025-02-17 23:41:18,2025-02-20 03:54:18,FREESHIP
ORD02002197,CUST01125,REST0274,DP0304,11/02/2025,14:42:11,356.17,,5.0,356.17,2025-02-11 14:42:11,2025-02-13 01:12:11,WELCOME100
ORD02005964,CUST00632,REST0032,DP0341,2025-02-28,14:02:58,480.48,36,3.9,480.48,2025-02-28 14:02:58,2025-02-28 18:13:58,WEEKEND75
ORD02001481,CUST00379,REST0141,DPX9792,Feb 14 2025,21:55:05,557.78,,0.1,557.78,2025-02-14 21:55:05,2025-02-17 19:34:05,WEEKEND75
ORD02007550,CUST00237,REST0150,DP0066,12/02/2025,18:16:25,,,3.3,269.22,2025-02-12 18:16:25,2025-02-14 14:36:25,NEWUSER
ORD02004216,CUST00219,REST0076,DP0291,2025/02/16,10:51:30,,47,4.8,112.11,2025-02-16 10:51:30,2025-02-18 07:28:30,FREESHIP
ORD02002853,CUST00138,REST0212,DP0254,Feb 02 2025,17:03:15,,26,5.0,371.55,2025-02-02 17:03:15,2025-02-03 07:45:15,WELCOME100
ORD02004900,CUST01092,RESTX9000,DP0074,2025/02/10,22:35:15,560.07,53,4.5,560.07,2025-02-10 22:35:15,2025-02-11 04:05:15,DINNERDEAL
ORD02005260,CUST01041,REST0046,DP0241,Feb 12 2025,18:52:02,457.44,27,4.6,457.44,2025-02-12 18:52:02,2025-02-15 04:09:02,WELCOME100
ORD02004667,CUST00263,REST0210,DP0029,Feb 07 2025,20:30:06,378.58,34,2.5,378.58,2025-02-07 20:30:06,2025-02-09 00:07:06,WELCOME100
ORD02001037,CUST00805,REST0222,DP0263,21/02/2025,10:45:34,594.36,37,4.0,594.36,2025-02-21 10:45:34,2025-02-23 16:17:34,
ORD02001600,CUST00713,REST0049,DP0338,2025/02/28,20:15:16,79,60,5.0,362.31,2025-02-28 20:15:16,2025-03-03 14:53:16,WEEKEND75
ORD02002780,CUST00052,REST0285,DP0151,2025/02/08,09:09:58,841.41,61,,841.41,2025-02-08 09:09:58,2025-02-10 01:16:58,WEEKEND75
ORD02003408,CUST00402,REST0051,DP0072,Feb 28 2025,14:51:04,630.75,22,3.6,630.75,2025-02-28 14:51:04,2025-03-02 03:14:04,NEWUSER
ORD02006733,CUST00261,REST0226,DPX9962,02/02/2025,20:56:42,,47,4.7,230.01,2025-02-02 20:56:42,2025-02-04 03:04:42,FREESHIP
ORD02006764,CUST00839,REST0269,DP0123,2025-02-06,21:23:41,465.01,38,5.0,465.01,2025-02-06 21:23:41,2025-02-07 09:52:41,
ORD02006249,CUST01075,REST0095,DP0354,16/02/2025,20:02:19,712.51,54,,712.51,2025-02-16 20:02:19,2025-02-17 09:56:19,WEEKEND75
ORD02000540,CUST00094,REST0120,DP0044,15/02/2025,15:41:04,,,5.0,360.47,2025-02-15 15:41:04,2025-02-17 22:23:04,NEWUSER
ORD02006060,CUST00920,REST0072,DP0188,Feb 15 2025,20:37:00,332.52,,3.9,332.52,2025-02-15 20:37:00,2025-02-16 01:42:00,
ORD02002013,CUST00743,REST0141,DP0330,2025/02/19,21:41:50,620.32,71,4.3,620.32,2025-02-19 21:41:50,2025-02-21 17:15:50,SAVE50
ORD02004266,CUST00253,REST0223,DP0240,2025/02/24,19:13:54,458.16,29,,458.16,2025-02-24 19:13:54,2025-02-27 08:22:54,SAVE50
ORD02004773,CUST00848,REST0192,DP0171,2025/02/03,22:24:23,699.88,51,4.4,699.88,2025-02-03 22:24:23,2025-02-04 17:30:23,
ORD02007233,CUST00987,REST0039,DP0305,06/02/2025,23:10:07,646.31,52,3.8,646.31,2025-02-06 23:10:07,2025-02-08 12:28:07,FREESHIP
ORD02000593,CUST00714,REST0213,DP0083,Feb 23 2025,21:39:42,586.11,49,,586.11,2025-02-23 21:39:42,2025-02-25 04:02:42,NEWUSER
ORD02005411,CUST00706,REST0132,DP0223,2025-02-14,21:13:03,675.06,45,3.0,675.06,2025-02-14 21:13:03,2025-02-14 21:29:03,WEEKEND75
ORD02007568,CUST00898,REST0120,DP0138,2025/02/16,15:40:31,543.05,54,,543.05,2025-02-16 15:40:31,2025-02-17 10:43:31,WEEKEND75
ORD02006126,CUSTX98391,REST0066,DP0266,2025/02/07,23:19:58,123.31,,,123.31,2025-02-07 23:19:58,2025-02-09 23:24:58,WEEKEND75
ORD02001938,CUSTX96255,REST0122,DP0237,2025/02/27,22:15:38,500.52,71,5.8,500.52,2025-02-27 22:15:38,2025-02-28 03:12:38,SAVE50
ORD02005906,CUST00237,REST0140,DP0088,Feb 15 2025,07:33:24,-686.31,28,2.6,279.56,2025-02-15 07:33:24,2025-02-16 07:27:24,DINNERDEAL
ORD02003347,CUST00904,REST0111,DP0184,Feb 11 2025,23:21:25,568.32,25,4.1,568.32,2025-02-11 23:21:25,2025-02-12 22:12:25,FREESHIP
ORD02007596,CUST00027,REST0109,DP0203,2025-02-25,14:13:07,597.98,50,,597.98,2025-02-25 14:13:07,2025-02-26 18:01:07,WELCOME100
ORD02004804,CUST01065,REST0219,DP0247,2025-02-06,19:48:45,,,4.6,142.31,2025-02-06 19:48:45,2025-02-07 01:50:45,FREESHIP
ORD02003036,CUST00978,REST0166,DP0347,Feb 17 2025,21:07:57,468.63,69,3.4,468.63,2025-02-17 21:07:57,2025-02-19 18:55:57,DINNERDEAL
ORD02004901,CUST01011,REST0212,DP0311,2025/02/26,19:25:56,546.49,,5.0,546.49,2025-02-26 19:25:56,2025-03-01 02:30:56,
ORD02004815,CUST00170,REST0148,DP0486,2025-02-26,20:38:05,964.69,,4.2,964.69,2025-02-26 20:38:05,2025-02-28 09:57:05,DINNERDEAL
